id,title,description,availability,condition,link,image_link,brand,color,material,size,google_product_category,sale price,price
ALAIWINEX,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=1,https://paavay.aalam.cloud/aalam/stock/item/1/image/_/face-img,Paavay,Grape,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIWINES,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=2,https://paavay.aalam.cloud/aalam/stock/item/2/image/_/face-img,Paavay,Grape,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIWINEM,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=3,https://paavay.aalam.cloud/aalam/stock/item/3/image/_/face-img,Paavay,Grape,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIWINEL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=4,https://paavay.aalam.cloud/aalam/stock/item/4/image/_/face-img,Paavay,Grape,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIREDXL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=5,https://paavay.aalam.cloud/aalam/stock/item/5/image/_/face-img,Paavay,Red,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIWINEXL,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=6,https://paavay.aalam.cloud/aalam/stock/item/6/image/_/face-img,Paavay,Grape,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIREDX,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=7,https://paavay.aalam.cloud/aalam/stock/item/7/image/_/face-img,Paavay,Red,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIREDS,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=8,https://paavay.aalam.cloud/aalam/stock/item/8/image/_/face-img,Paavay,Red,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIREDL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=9,https://paavay.aalam.cloud/aalam/stock/item/9/image/_/face-img,Paavay,Red,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIREDM,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=10,https://paavay.aalam.cloud/aalam/stock/item/10/image/_/face-img,Paavay,Red,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINEX,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=12,https://paavay.aalam.cloud/aalam/stock/item/12/image/_/face-img,Paavay,Pine,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINEXL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=13,https://paavay.aalam.cloud/aalam/stock/item/13/image/_/face-img,Paavay,Pine,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINEM,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=14,https://paavay.aalam.cloud/aalam/stock/item/14/image/_/face-img,Paavay,Pine,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINES,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=15,https://paavay.aalam.cloud/aalam/stock/item/15/image/_/face-img,Paavay,Pine,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINEL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=16,https://paavay.aalam.cloud/aalam/stock/item/16/image/_/face-img,Paavay,Pine,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINATGOLDXL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=17,https://paavay.aalam.cloud/aalam/stock/item/17/image/_/face-img,Paavay,Antique Gold,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINATGOLDX,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=18,https://paavay.aalam.cloud/aalam/stock/item/18/image/_/face-img,Paavay,Antique Gold,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINATGOLDS,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=19,https://paavay.aalam.cloud/aalam/stock/item/19/image/_/face-img,Paavay,Antique Gold,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINATGOLDM,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=20,https://paavay.aalam.cloud/aalam/stock/item/20/image/_/face-img,Paavay,Antique Gold,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIPINATGOLDL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=21,https://paavay.aalam.cloud/aalam/stock/item/21/image/_/face-img,Paavay,Antique Gold,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIDENIMXL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=22,https://paavay.aalam.cloud/aalam/stock/item/22/image/_/face-img,Paavay,Denim,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIDENIMX,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=23,https://paavay.aalam.cloud/aalam/stock/item/23/image/_/face-img,Paavay,Denim,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIDENIMS,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=24,https://paavay.aalam.cloud/aalam/stock/item/24/image/_/face-img,Paavay,Denim,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIDENIMM,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=25,https://paavay.aalam.cloud/aalam/stock/item/25/image/_/face-img,Paavay,Denim,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIDENIML,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=26,https://paavay.aalam.cloud/aalam/stock/item/26/image/_/face-img,Paavay,Denim,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIBOUGXL,Alai,Alai,out of stock,new,https://paavay.aalam.cloud/store/item/Alai?id=27,https://paavay.aalam.cloud/aalam/stock/item/27/image/_/face-img,Paavay,Bougainvillea,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIBOUGX,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=28,https://paavay.aalam.cloud/aalam/stock/item/28/image/_/face-img,Paavay,Bougainvillea,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIBOUGL,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=29,https://paavay.aalam.cloud/aalam/stock/item/29/image/_/face-img,Paavay,Bougainvillea,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIBOUGS,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=30,https://paavay.aalam.cloud/aalam/stock/item/30/image/_/face-img,Paavay,Bougainvillea,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ALAIBOUGM,Alai,Alai,in stock,new,https://paavay.aalam.cloud/store/item/Alai?id=31,https://paavay.aalam.cloud/aalam/stock/item/31/image/_/face-img,Paavay,Bougainvillea,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
ATGOLDX02,Antique Gold,Antique Gold,in stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=35,https://paavay.aalam.cloud/aalam/stock/item/35/image/_/face-img,Paavay,Antique Gold,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDX03,Antique Gold,Antique Gold,in stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=37,https://paavay.aalam.cloud/aalam/stock/item/37/image/_/face-img,Paavay,Antique Gold,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDX01,Antique Gold,Antique Gold,in stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=38,https://paavay.aalam.cloud/aalam/stock/item/38/image/_/face-img,Paavay,Antique Gold,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDS03,Antique Gold,Antique Gold,in stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=39,https://paavay.aalam.cloud/aalam/stock/item/39/image/_/face-img,Paavay,Antique Gold,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDS02,Antique Gold,Antique Gold,out of stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=40,https://paavay.aalam.cloud/aalam/stock/item/40/image/_/face-img,Paavay,Antique Gold,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDS01,Antique Gold,Antique Gold,in stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=41,https://paavay.aalam.cloud/aalam/stock/item/41/image/_/face-img,Paavay,Antique Gold,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDM03,Antique Gold,Antique Gold,out of stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=42,https://paavay.aalam.cloud/aalam/stock/item/42/image/_/face-img,Paavay,Antique Gold,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDM02,Antique Gold,Antique Gold,in stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=43,https://paavay.aalam.cloud/aalam/stock/item/43/image/_/face-img,Paavay,Antique Gold,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDM01,Antique Gold,Antique Gold,in stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=44,https://paavay.aalam.cloud/aalam/stock/item/44/image/_/face-img,Paavay,Antique Gold,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDL03,Antique Gold,Antique Gold,out of stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=45,https://paavay.aalam.cloud/aalam/stock/item/45/image/_/face-img,Paavay,Antique Gold,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDL02,Antique Gold,Antique Gold,out of stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=46,https://paavay.aalam.cloud/aalam/stock/item/46/image/_/face-img,Paavay,Antique Gold,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
ATGOLDL01,Antique Gold,Antique Gold,in stock,new,https://paavay.aalam.cloud/store/item/Antique+Gold?id=47,https://paavay.aalam.cloud/aalam/stock/item/47/image/_/face-img,Paavay,Antique Gold,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.62 INR,1190.0 INR
PGBOUG,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=59,https://paavay.aalam.cloud/aalam/stock/item/59/image/_/face-img,Paavay,Bougainvillea,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGX03,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=61,https://paavay.aalam.cloud/aalam/stock/item/61/image/_/face-img,Paavay,Bougainvillea,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGX02,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=62,https://paavay.aalam.cloud/aalam/stock/item/62/image/_/face-img,Paavay,Bougainvillea,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGX01,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=63,https://paavay.aalam.cloud/aalam/stock/item/63/image/_/face-img,Paavay,Bougainvillea,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGS03,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=64,https://paavay.aalam.cloud/aalam/stock/item/64/image/_/face-img,Paavay,Bougainvillea,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGS02,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=65,https://paavay.aalam.cloud/aalam/stock/item/65/image/_/face-img,Paavay,Bougainvillea,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGS01,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=66,https://paavay.aalam.cloud/aalam/stock/item/66/image/_/face-img,Paavay,Bougainvillea,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGM03,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=67,https://paavay.aalam.cloud/aalam/stock/item/67/image/_/face-img,Paavay,Bougainvillea,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGM02,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=68,https://paavay.aalam.cloud/aalam/stock/item/68/image/_/face-img,Paavay,Bougainvillea,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGM01,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=69,https://paavay.aalam.cloud/aalam/stock/item/69/image/_/face-img,Paavay,Bougainvillea,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
PL03,Candy,Candy,out of stock,new,https://paavay.aalam.cloud/store/item/Candy?id=70,https://paavay.aalam.cloud/aalam/stock/item/70/image/_/face-img,Paavay,Candy,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
PL02,Candy,Candy,out of stock,new,https://paavay.aalam.cloud/store/item/Candy?id=71,https://paavay.aalam.cloud/aalam/stock/item/71/image/_/face-img,Paavay,Candy,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGL03,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=72,https://paavay.aalam.cloud/aalam/stock/item/72/image/_/face-img,Paavay,Bougainvillea,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
BOUGL01,Bougainvillea Pink,Bougainvillea Pink,in stock,new,https://paavay.aalam.cloud/store/item/Bougainvillea+Pink?id=73,https://paavay.aalam.cloud/aalam/stock/item/73/image/_/face-img,Paavay,Bougainvillea,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
PL01,Candy,Candy,out of stock,new,https://paavay.aalam.cloud/store/item/Candy?id=74,https://paavay.aalam.cloud/aalam/stock/item/74/image/_/face-img,Paavay,Candy,,Chunky,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKX02,Candy,Candy,in stock,new,https://paavay.aalam.cloud/store/item/Candy?id=75,https://paavay.aalam.cloud/aalam/stock/item/75/image/_/face-img,Paavay,Candy,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKX03,Candy,Candy,in stock,new,https://paavay.aalam.cloud/store/item/Candy?id=76,https://paavay.aalam.cloud/aalam/stock/item/76/image/_/face-img,Paavay,Candy,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKS02,Candy,Candy,out of stock,new,https://paavay.aalam.cloud/store/item/Candy?id=77,https://paavay.aalam.cloud/aalam/stock/item/77/image/_/face-img,Paavay,Candy,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKS03,Candy,Candy,out of stock,new,https://paavay.aalam.cloud/store/item/Candy?id=78,https://paavay.aalam.cloud/aalam/stock/item/78/image/_/face-img,Paavay,Candy,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKX01,Candy,Candy,in stock,new,https://paavay.aalam.cloud/store/item/Candy?id=79,https://paavay.aalam.cloud/aalam/stock/item/79/image/_/face-img,Paavay,Candy,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKS01,Candy,Candy,in stock,new,https://paavay.aalam.cloud/store/item/Candy?id=80,https://paavay.aalam.cloud/aalam/stock/item/80/image/_/face-img,Paavay,Candy,,Skubby,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKM02,Candy,Candy,out of stock,new,https://paavay.aalam.cloud/store/item/Candy?id=81,https://paavay.aalam.cloud/aalam/stock/item/81/image/_/face-img,Paavay,Candy,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKM01,Candy,Candy,in stock,new,https://paavay.aalam.cloud/store/item/Candy?id=82,https://paavay.aalam.cloud/aalam/stock/item/82/image/_/face-img,Paavay,Candy,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
HPINKM03,Candy,Candy,out of stock,new,https://paavay.aalam.cloud/store/item/Candy?id=83,https://paavay.aalam.cloud/aalam/stock/item/83/image/_/face-img,Paavay,Candy,,Plumpy,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
CINDPINEXL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=92,https://paavay.aalam.cloud/aalam/stock/item/92/image/_/face-img,Paavay,Pine,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDPINEX,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=93,https://paavay.aalam.cloud/aalam/stock/item/93/image/_/face-img,Paavay,Pine,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDGREENX,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=94,https://paavay.aalam.cloud/aalam/stock/item/94/image/_/face-img,Paavay,Green,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDPINES,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=95,https://paavay.aalam.cloud/aalam/stock/item/95/image/_/face-img,Paavay,Pine,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDPINEM,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=96,https://paavay.aalam.cloud/aalam/stock/item/96/image/_/face-img,Paavay,Pine,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDGREENXL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=97,https://paavay.aalam.cloud/aalam/stock/item/97/image/_/face-img,Paavay,Green,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDPINEL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=98,https://paavay.aalam.cloud/aalam/stock/item/98/image/_/face-img,Paavay,Pine,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDGREENS,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=99,https://paavay.aalam.cloud/aalam/stock/item/99/image/_/face-img,Paavay,Green,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDGREENM,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=100,https://paavay.aalam.cloud/aalam/stock/item/100/image/_/face-img,Paavay,Green,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDGREENL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=101,https://paavay.aalam.cloud/aalam/stock/item/101/image/_/face-img,Paavay,Green,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDFIREX,Cinderella,Cinderella,out of stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=102,https://paavay.aalam.cloud/aalam/stock/item/102/image/_/face-img,Paavay,Fireball,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDFIREXL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=103,https://paavay.aalam.cloud/aalam/stock/item/103/image/_/face-img,Paavay,Fireball,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDFIRES,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=104,https://paavay.aalam.cloud/aalam/stock/item/104/image/_/face-img,Paavay,Fireball,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDFIREM,Cinderella,Cinderella,out of stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=105,https://paavay.aalam.cloud/aalam/stock/item/105/image/_/face-img,Paavay,Fireball,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDFIREL,Cinderella,Cinderella,out of stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=106,https://paavay.aalam.cloud/aalam/stock/item/106/image/_/face-img,Paavay,Fireball,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDDENIMXL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=107,https://paavay.aalam.cloud/aalam/stock/item/107/image/_/face-img,Paavay,Denim,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDDENIMX,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=108,https://paavay.aalam.cloud/aalam/stock/item/108/image/_/face-img,Paavay,Denim,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDDENIMS,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=109,https://paavay.aalam.cloud/aalam/stock/item/109/image/_/face-img,Paavay,Denim,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDDENIMM,Cinderella,Cinderella,out of stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=110,https://paavay.aalam.cloud/aalam/stock/item/110/image/_/face-img,Paavay,Denim,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDDENIML,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=111,https://paavay.aalam.cloud/aalam/stock/item/111/image/_/face-img,Paavay,Denim,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBOUGXL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=112,https://paavay.aalam.cloud/aalam/stock/item/112/image/_/face-img,Paavay,Bougainvillea,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBOUGX,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=113,https://paavay.aalam.cloud/aalam/stock/item/113/image/_/face-img,Paavay,Bougainvillea,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBOUGS,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=114,https://paavay.aalam.cloud/aalam/stock/item/114/image/_/face-img,Paavay,Bougainvillea,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBOUGM,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=115,https://paavay.aalam.cloud/aalam/stock/item/115/image/_/face-img,Paavay,Bougainvillea,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBOUGL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=116,https://paavay.aalam.cloud/aalam/stock/item/116/image/_/face-img,Paavay,Bougainvillea,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBLACKX,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=117,https://paavay.aalam.cloud/aalam/stock/item/117/image/_/face-img,Paavay,Black,,XS,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBLACKXL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=118,https://paavay.aalam.cloud/aalam/stock/item/118/image/_/face-img,Paavay,Black,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBLACKS,Cinderella,Cinderella,out of stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=119,https://paavay.aalam.cloud/aalam/stock/item/119/image/_/face-img,Paavay,Black,,S,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBLACKL,Cinderella,Cinderella,out of stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=120,https://paavay.aalam.cloud/aalam/stock/item/120/image/_/face-img,Paavay,Black,,L,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDBLACKM,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=121,https://paavay.aalam.cloud/aalam/stock/item/121/image/_/face-img,Paavay,Black,,M,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
CINDATGOLDXL,Cinderella,Cinderella,in stock,new,https://paavay.aalam.cloud/store/item/Cinderella?id=122,https://paavay.aalam.cloud/aalam/stock/item/122/image/_/face-img,Paavay,Antique Gold,,XL,Apparel & Accessories > Clothing > Shirts & Tops,517.5 INR,690.0 INR
