id,title,description,availability,condition,link,image_link,brand,color,material,size,google_product_category,sale price,price
LW0514,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2092,https://paavay.aalam.cloud/aalam/stock/item/2092/image/_/face-img,Paavay,,,S,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0515,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2093,https://paavay.aalam.cloud/aalam/stock/item/2093/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0516,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2094,https://paavay.aalam.cloud/aalam/stock/item/2094/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0517,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2095,https://paavay.aalam.cloud/aalam/stock/item/2095/image/_/face-img,Paavay,,,XL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0518,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2096,https://paavay.aalam.cloud/aalam/stock/item/2096/image/_/face-img,Paavay,,,XXL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0519,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2097,https://paavay.aalam.cloud/aalam/stock/item/2097/image/_/face-img,Paavay,,,XS,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0520,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2098,https://paavay.aalam.cloud/aalam/stock/item/2098/image/_/face-img,Paavay,,,S,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0521,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2099,https://paavay.aalam.cloud/aalam/stock/item/2099/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0522,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2100,https://paavay.aalam.cloud/aalam/stock/item/2100/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0523,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2101,https://paavay.aalam.cloud/aalam/stock/item/2101/image/_/face-img,Paavay,,,XL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
LW0524,Pine Feeding & Maternity Loungewear,Pine Feeding & Maternity Loungewear,in stock,new,https://paavay.aalam.cloud/store/item/Pine+Feeding+%26+Maternity+Loungewear?id=2102,https://paavay.aalam.cloud/aalam/stock/item/2102/image/_/face-img,Paavay,,,XXL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1332.0 INR,1480.0 INR
MAXI2217,24K Tussar Midi,24K Tussar Midi,out of stock,new,https://paavay.aalam.cloud/store/item/24K+Tussar+Midi?id=2185,https://paavay.aalam.cloud/aalam/stock/item/2185/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Dresses,868.0 INR,1240.0 INR
MAXI2218,24K Tussar Midi,24K Tussar Midi,out of stock,new,https://paavay.aalam.cloud/store/item/24K+Tussar+Midi?id=2186,https://paavay.aalam.cloud/aalam/stock/item/2186/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Dresses,868.0 INR,1240.0 INR
MAXI2330,Butterfly Tussar Midi,Butterfly Tussar Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Butterfly+Tussar+Midi?id=2242,https://paavay.aalam.cloud/aalam/stock/item/2242/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Dresses,992.0 INR,1240.0 INR
MAXI2331,Butterfly Tussar Midi,Butterfly Tussar Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Butterfly+Tussar+Midi?id=2243,https://paavay.aalam.cloud/aalam/stock/item/2243/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Dresses,992.0 INR,1240.0 INR
MAXI2422,Pitch Black Rayon Midi Dress,Pitch Black Rayon Midi Dress,out of stock,new,https://paavay.aalam.cloud/store/item/Pitch+Black+Rayon+Midi+Dress?id=2261,https://paavay.aalam.cloud/aalam/stock/item/2261/image/_/face-img,Paavay,Black,Cotton,XS,Apparel & Accessories > Clothing > Dresses,1691.5 INR,1990.0 INR
MAXI2423,Pitch Black Rayon Midi Dress,Pitch Black Rayon Midi Dress,in stock,new,https://paavay.aalam.cloud/store/item/Pitch+Black+Rayon+Midi+Dress?id=2262,https://paavay.aalam.cloud/aalam/stock/item/2262/image/_/face-img,Paavay,Black,Cotton,S,Apparel & Accessories > Clothing > Dresses,1691.5 INR,1990.0 INR
MAXI2424,Pitch Black Rayon Midi Dress,Pitch Black Rayon Midi Dress,in stock,new,https://paavay.aalam.cloud/store/item/Pitch+Black+Rayon+Midi+Dress?id=2263,https://paavay.aalam.cloud/aalam/stock/item/2263/image/_/face-img,Paavay,Black,Cotton,M,Apparel & Accessories > Clothing > Dresses,1691.5 INR,1990.0 INR
MAXI2425,Pitch Black Rayon Midi Dress,Pitch Black Rayon Midi Dress,in stock,new,https://paavay.aalam.cloud/store/item/Pitch+Black+Rayon+Midi+Dress?id=2264,https://paavay.aalam.cloud/aalam/stock/item/2264/image/_/face-img,Paavay,Black,Cotton,L,Apparel & Accessories > Clothing > Dresses,1691.5 INR,1990.0 INR
MAXI2426,Pitch Black Rayon Midi Dress,Pitch Black Rayon Midi Dress,in stock,new,https://paavay.aalam.cloud/store/item/Pitch+Black+Rayon+Midi+Dress?id=2265,https://paavay.aalam.cloud/aalam/stock/item/2265/image/_/face-img,Paavay,Black,Cotton,XL,Apparel & Accessories > Clothing > Dresses,1691.5 INR,1990.0 INR
MAXI2427,Pitch Black Rayon Midi Dress,Pitch Black Rayon Midi Dress,in stock,new,https://paavay.aalam.cloud/store/item/Pitch+Black+Rayon+Midi+Dress?id=2266,https://paavay.aalam.cloud/aalam/stock/item/2266/image/_/face-img,Paavay,Black,Cotton,XXL,Apparel & Accessories > Clothing > Dresses,1691.5 INR,1990.0 INR
MAXI2428,Pitch Black Rayon Midi Dress,Pitch Black Rayon Midi Dress,in stock,new,https://paavay.aalam.cloud/store/item/Pitch+Black+Rayon+Midi+Dress?id=2267,https://paavay.aalam.cloud/aalam/stock/item/2267/image/_/face-img,Paavay,Black,Cotton,XXXL,Apparel & Accessories > Clothing > Dresses,1691.5 INR,1990.0 INR
LW2447,BUDGET* Dandelions Feeding & Maternity  Loungewear,BUDGET* Dandelions Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Dandelions+Feeding+%26+Maternity++Loungewear?id=2293,https://paavay.aalam.cloud/aalam/stock/item/2293/image/_/face-img,Paavay,,,XS,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2448,BUDGET* Dandelions Feeding & Maternity  Loungewear,BUDGET* Dandelions Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Dandelions+Feeding+%26+Maternity++Loungewear?id=2294,https://paavay.aalam.cloud/aalam/stock/item/2294/image/_/face-img,Paavay,,,S,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2449,BUDGET* Dandelions Feeding & Maternity  Loungewear,BUDGET* Dandelions Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Dandelions+Feeding+%26+Maternity++Loungewear?id=2295,https://paavay.aalam.cloud/aalam/stock/item/2295/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2450,BUDGET* Dandelions Feeding & Maternity  Loungewear,BUDGET* Dandelions Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Dandelions+Feeding+%26+Maternity++Loungewear?id=2296,https://paavay.aalam.cloud/aalam/stock/item/2296/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2451,BUDGET* Dandelions Feeding & Maternity  Loungewear,BUDGET* Dandelions Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Dandelions+Feeding+%26+Maternity++Loungewear?id=2297,https://paavay.aalam.cloud/aalam/stock/item/2297/image/_/face-img,Paavay,,,XL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2452,BUDGET* Dandelions Feeding & Maternity  Loungewear,BUDGET* Dandelions Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Dandelions+Feeding+%26+Maternity++Loungewear?id=2298,https://paavay.aalam.cloud/aalam/stock/item/2298/image/_/face-img,Paavay,,,XXL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2453,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Blue+Lotus++Feeding+%26+Maternity++Loungewear?id=2299,https://paavay.aalam.cloud/aalam/stock/item/2299/image/_/face-img,Paavay,,,XS,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2454,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Blue+Lotus++Feeding+%26+Maternity++Loungewear?id=2300,https://paavay.aalam.cloud/aalam/stock/item/2300/image/_/face-img,Paavay,,,S,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2455,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Blue+Lotus++Feeding+%26+Maternity++Loungewear?id=2301,https://paavay.aalam.cloud/aalam/stock/item/2301/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2456,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Blue+Lotus++Feeding+%26+Maternity++Loungewear?id=2302,https://paavay.aalam.cloud/aalam/stock/item/2302/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2457,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Blue+Lotus++Feeding+%26+Maternity++Loungewear?id=2303,https://paavay.aalam.cloud/aalam/stock/item/2303/image/_/face-img,Paavay,,,XL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2458,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,BUDGET* Blue Lotus  Feeding & Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Blue+Lotus++Feeding+%26+Maternity++Loungewear?id=2304,https://paavay.aalam.cloud/aalam/stock/item/2304/image/_/face-img,Paavay,,,XXL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,,888.0 INR
LW2460,BUDGET* Ball pattern Feeding / Maternity  Loungewear,BUDGET* Ball pattern Feeding / Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Ball+pattern+Feeding+%2F+Maternity++Loungewear?id=2417,https://paavay.aalam.cloud/aalam/stock/item/2417/image/_/face-img,Paavay,,,S,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,532.8 INR,888.0 INR
LW2461,BUDGET* Ball pattern Feeding / Maternity  Loungewear,BUDGET* Ball pattern Feeding / Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Ball+pattern+Feeding+%2F+Maternity++Loungewear?id=2418,https://paavay.aalam.cloud/aalam/stock/item/2418/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,532.8 INR,888.0 INR
LW2462,BUDGET* Ball pattern Feeding / Maternity  Loungewear,BUDGET* Ball pattern Feeding / Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Ball+pattern+Feeding+%2F+Maternity++Loungewear?id=2419,https://paavay.aalam.cloud/aalam/stock/item/2419/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,532.8 INR,888.0 INR
LW2463,BUDGET* Ball pattern Feeding / Maternity  Loungewear,BUDGET* Ball pattern Feeding / Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Ball+pattern+Feeding+%2F+Maternity++Loungewear?id=2420,https://paavay.aalam.cloud/aalam/stock/item/2420/image/_/face-img,Paavay,,,XL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,532.8 INR,888.0 INR
LW2464,BUDGET* Ball pattern Feeding / Maternity  Loungewear,BUDGET* Ball pattern Feeding / Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Ball+pattern+Feeding+%2F+Maternity++Loungewear?id=2421,https://paavay.aalam.cloud/aalam/stock/item/2421/image/_/face-img,Paavay,,,XXL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,532.8 INR,888.0 INR
MAXI2589,Green Triangular Tussar Midi,Green Triangular Tussar Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Green+Triangular+Tussar+Midi?id=2452,https://paavay.aalam.cloud/aalam/stock/item/2452/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Dresses,810.0 INR,1350.0 INR
MAXI2590,Green Triangular Tussar Midi,Green Triangular Tussar Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Green+Triangular+Tussar+Midi?id=2453,https://paavay.aalam.cloud/aalam/stock/item/2453/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Dresses,810.0 INR,1350.0 INR
TAHIPDENIM,Thook Amma Denim Hip Carrier,Thook Amma Denim Hip Carrier,out of stock,new,https://paavay.aalam.cloud/store/item/Thook+Amma+Denim+Hip+Carrier?id=2462,https://paavay.aalam.cloud/aalam/stock/item/2462/image/_/face-img,Paavay,,,,Baby & Toddler > Baby Transport > Baby Carriers,2268.5 INR,3490.0 INR
THOTDENIM,Paavay Thottil,Paavay Thottil,in stock,new,https://paavay.aalam.cloud/store/item/Paavay+Thottil?id=2463,https://paavay.aalam.cloud/aalam/stock/item/2463/image/_/face-img,Paavay,DENIM,,,Baby & Toddler > Baby Transport > Baby Carriers,1620.0 INR,2700.0 INR
LW2459,BUDGET* Ball pattern Feeding / Maternity  Loungewear,BUDGET* Ball pattern Feeding / Maternity  Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/BUDGET%2A+Ball+pattern+Feeding+%2F+Maternity++Loungewear?id=2465,https://paavay.aalam.cloud/aalam/stock/item/2465/image/_/face-img,Paavay,,,XS,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,532.8 INR,888.0 INR
MAXI2629,White Schiffili Midi Dress,White Schiffili Midi Dress,out of stock,new,https://paavay.aalam.cloud/store/item/White+Schiffili+Midi+Dress?id=2596,https://paavay.aalam.cloud/aalam/stock/item/2596/image/_/face-img,Paavay,,,XS,Apparel & Accessories > Clothing > Dresses,1024.0 INR,1280.0 INR
MAXI2630,White Schiffili Midi Dress,White Schiffili Midi Dress,out of stock,new,https://paavay.aalam.cloud/store/item/White+Schiffili+Midi+Dress?id=2597,https://paavay.aalam.cloud/aalam/stock/item/2597/image/_/face-img,Paavay,,,S,Apparel & Accessories > Clothing > Dresses,1024.0 INR,1280.0 INR
MAXI2631,White Schiffili Midi Dress,White Schiffili Midi Dress,out of stock,new,https://paavay.aalam.cloud/store/item/White+Schiffili+Midi+Dress?id=2598,https://paavay.aalam.cloud/aalam/stock/item/2598/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Dresses,1024.0 INR,1280.0 INR
MAXI2632,White Schiffili Midi Dress,White Schiffili Midi Dress,out of stock,new,https://paavay.aalam.cloud/store/item/White+Schiffili+Midi+Dress?id=2599,https://paavay.aalam.cloud/aalam/stock/item/2599/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Dresses,1024.0 INR,1280.0 INR
MAXI2633,White Schiffili Midi Dress,White Schiffili Midi Dress,out of stock,new,https://paavay.aalam.cloud/store/item/White+Schiffili+Midi+Dress?id=2600,https://paavay.aalam.cloud/aalam/stock/item/2600/image/_/face-img,Paavay,,,XL,Apparel & Accessories > Clothing > Dresses,1024.0 INR,1280.0 INR
MAXI2634,White Schiffili Midi Dress,White Schiffili Midi Dress,out of stock,new,https://paavay.aalam.cloud/store/item/White+Schiffili+Midi+Dress?id=2601,https://paavay.aalam.cloud/aalam/stock/item/2601/image/_/face-img,Paavay,,,XXL,Apparel & Accessories > Clothing > Dresses,1024.0 INR,1280.0 INR
MAXI2635,White Schiffili Midi Dress,White Schiffili Midi Dress,out of stock,new,https://paavay.aalam.cloud/store/item/White+Schiffili+Midi+Dress?id=2602,https://paavay.aalam.cloud/aalam/stock/item/2602/image/_/face-img,Paavay,,,XXXL,Apparel & Accessories > Clothing > Dresses,1024.0 INR,1280.0 INR
THOTPINK,Paavay Thottil,Paavay Thottil,out of stock,new,https://paavay.aalam.cloud/store/item/Paavay+Thottil?id=2603,https://paavay.aalam.cloud/aalam/stock/item/2603/image/_/face-img,Paavay,Pink,,,Baby & Toddler > Baby Transport > Baby Carriers,1620.0 INR,2700.0 INR
MAXI2650,Navy Leaf Chiffon Midi,Navy Leaf Chiffon Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Navy+Leaf+Chiffon+Midi?id=2655,https://paavay.aalam.cloud/aalam/stock/item/2655/image/_/face-img,Paavay,,,XS,Apparel & Accessories > Clothing > Dresses,966.0 INR,1380.0 INR
MAXI2651,Navy Leaf Chiffon Midi,Navy Leaf Chiffon Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Navy+Leaf+Chiffon+Midi?id=2656,https://paavay.aalam.cloud/aalam/stock/item/2656/image/_/face-img,Paavay,,,S,Apparel & Accessories > Clothing > Dresses,966.0 INR,1380.0 INR
MAXI2652,Navy Leaf Chiffon Midi,Navy Leaf Chiffon Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Navy+Leaf+Chiffon+Midi?id=2657,https://paavay.aalam.cloud/aalam/stock/item/2657/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Dresses,966.0 INR,1380.0 INR
MAXI2653,Navy Leaf Chiffon Midi,Navy Leaf Chiffon Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Navy+Leaf+Chiffon+Midi?id=2658,https://paavay.aalam.cloud/aalam/stock/item/2658/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Dresses,966.0 INR,1380.0 INR
MAXI2654,Navy Leaf Chiffon Midi,Navy Leaf Chiffon Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Navy+Leaf+Chiffon+Midi?id=2659,https://paavay.aalam.cloud/aalam/stock/item/2659/image/_/face-img,Paavay,,,XL,Apparel & Accessories > Clothing > Dresses,966.0 INR,1380.0 INR
MAXI2655,Navy Leaf Chiffon Midi,Navy Leaf Chiffon Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Navy+Leaf+Chiffon+Midi?id=2660,https://paavay.aalam.cloud/aalam/stock/item/2660/image/_/face-img,Paavay,,,XXL,Apparel & Accessories > Clothing > Dresses,966.0 INR,1380.0 INR
MAXI2656,Navy Leaf Chiffon Midi,Navy Leaf Chiffon Midi,out of stock,new,https://paavay.aalam.cloud/store/item/Navy+Leaf+Chiffon+Midi?id=2661,https://paavay.aalam.cloud/aalam/stock/item/2661/image/_/face-img,Paavay,,,XXXL,Apparel & Accessories > Clothing > Dresses,966.0 INR,1380.0 INR
,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2749,https://paavay.aalam.cloud/aalam/stock/item/2749/image/_/face-img,Paavay,firefly,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYS014,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2751,https://paavay.aalam.cloud/aalam/stock/item/2751/image/_/face-img,Paavay,firefly,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYS015,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2752,https://paavay.aalam.cloud/aalam/stock/item/2752/image/_/face-img,Paavay,firefly,,Skinny,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYS016,Firefly,Firefly,in stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2754,https://paavay.aalam.cloud/aalam/stock/item/2754/image/_/face-img,Paavay,firefly,,SKUBBY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYS017,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2755,https://paavay.aalam.cloud/aalam/stock/item/2755/image/_/face-img,Paavay,firefly,,SKUBBY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYSO18,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2756,https://paavay.aalam.cloud/aalam/stock/item/2756/image/_/face-img,Paavay,firefly,,SKUBBY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYSO19,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2757,https://paavay.aalam.cloud/aalam/stock/item/2757/image/_/face-img,Paavay,firefly,,PLUMPY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYSO20,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2758,https://paavay.aalam.cloud/aalam/stock/item/2758/image/_/face-img,Paavay,firefly,,PLUMPY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYSO21,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2759,https://paavay.aalam.cloud/aalam/stock/item/2759/image/_/face-img,Paavay,firefly,,PLUMPY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYSO22,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2760,https://paavay.aalam.cloud/aalam/stock/item/2760/image/_/face-img,Paavay,firefly,,CHUNKY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYSO23,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2761,https://paavay.aalam.cloud/aalam/stock/item/2761/image/_/face-img,Paavay,firefly,,CHUNKY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
FIREFLYSO24,Firefly,Firefly,out of stock,new,https://paavay.aalam.cloud/store/item/Firefly?id=2762,https://paavay.aalam.cloud/aalam/stock/item/2762/image/_/face-img,Paavay,firefly,,CHUNKY,Apparel & Accessories > Clothing > Underwear & Socks > Shapewear,892.5 INR,1190.0 INR
LW0561,Pink Chick Maternity & Feeding Premium Loungewear,Pink Chick Maternity & Feeding Premium Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/Pink+Chick+Maternity+%26+Feeding+Premium+Loungewear?id=2799,https://paavay.aalam.cloud/aalam/stock/item/2799/image/_/face-img,Paavay,,,XS,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1148.0 INR,1640.0 INR
LW0562,Pink Chick Maternity & Feeding Premium Loungewear,Pink Chick Maternity & Feeding Premium Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/Pink+Chick+Maternity+%26+Feeding+Premium+Loungewear?id=2800,https://paavay.aalam.cloud/aalam/stock/item/2800/image/_/face-img,Paavay,,,S,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1148.0 INR,1640.0 INR
LW0563,Pink Chick Maternity & Feeding Premium Loungewear,Pink Chick Maternity & Feeding Premium Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/Pink+Chick+Maternity+%26+Feeding+Premium+Loungewear?id=2801,https://paavay.aalam.cloud/aalam/stock/item/2801/image/_/face-img,Paavay,,,M,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1148.0 INR,1640.0 INR
LW0564,Pink Chick Maternity & Feeding Premium Loungewear,Pink Chick Maternity & Feeding Premium Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/Pink+Chick+Maternity+%26+Feeding+Premium+Loungewear?id=2802,https://paavay.aalam.cloud/aalam/stock/item/2802/image/_/face-img,Paavay,,,L,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1148.0 INR,1640.0 INR
LW0565,Pink Chick Maternity & Feeding Premium Loungewear,Pink Chick Maternity & Feeding Premium Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/Pink+Chick+Maternity+%26+Feeding+Premium+Loungewear?id=2803,https://paavay.aalam.cloud/aalam/stock/item/2803/image/_/face-img,Paavay,,,XL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1148.0 INR,1640.0 INR
LW0566,Pink Chick Maternity & Feeding Premium Loungewear,Pink Chick Maternity & Feeding Premium Loungewear,out of stock,new,https://paavay.aalam.cloud/store/item/Pink+Chick+Maternity+%26+Feeding+Premium+Loungewear?id=2804,https://paavay.aalam.cloud/aalam/stock/item/2804/image/_/face-img,Paavay,,,XXL,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Loungewear,1148.0 INR,1640.0 INR
