ID,ITEM NAME,ITEM TYPE,ITEM CODE,SALE PRICE,SALE DISCOUNT RATE,SALE DISCOUNT PRICE,SALE DISCOUNT MODE,CURRENT STOCK,IS PUBLIC,PROPERTY:Colour,PROPERTY:Fabric,PROPERTY:Feeding Maxi,PROPERTY:Neck,PROPERTY:Size,PROPERTY:Skirt Length,PROPERTY:Sleeve Type,PROPERTY:Total Length,PROPERTY:__category 
"614","Bella","Ready to Wear Blouses","BELLAWINM","690.00","25.00","172.50","rate","","True","Grape",,,,"M",,,,"Best Sellers,Sale Products"
"615","Bella","Ready to Wear Blouses","BELLAWINXL","690.00","25.00","172.50","rate","","True","Grape",,,,"XL",,,,"Best Sellers,Sale Products"
"616","Bella","Ready to Wear Blouses","BELLAWINL","690.00","25.00","172.50","rate","","True","Grape",,,,"L",,,,"Best Sellers,Sale Products"
"617","Dolly","Ready to Wear Blouses","DOLLYREDRTWS","690.00","25.00","172.50","rate","81.0","True","RED",,,,"S",,,,
"618","Dolly","Ready to Wear Blouses","DOLLYREDRTWX","690.00","25.00","172.50","rate","75.0","True","RED",,,,"XS",,,,
"619","Dolly","Ready to Wear Blouses","DOLLYREDRTWM","690.00","25.00","172.50","rate","57.0","True","RED",,,,"M",,,,
"620","Dolly","Ready to Wear Blouses","DOLLYREDRTWL","690.00","25.00","172.50","rate","134.0","True","RED",,,,"L",,,,
"621","Dolly","Ready to Wear Blouses","DOLLYREDRTWXL","690.00","25.00","172.50","rate","2.0","True","RED",,,,"XL",,,,
"741","Indian Nude","Saree Contours","INUX03","1190.00","","","rate","","True","Indian Nude",,,,"Skinny","Maxi",,,"Clearance Sale"
"742","Indian Nude","Saree Contours","INUS03CL","1190.00","","","rate","","True","Indian Nude",,,,"Skubby","Maxi",,,"Clearance Sale"
"743","Indian Nude","Saree Contours","INUS02CL","1190.00","","","rate","178.0","True","Indian Nude",,,,"Skubby","Mini",,,"Clearance Sale"
"744","Indian Nude","Saree Contours","INUS01CL","1190.00","","","rate","148.0","True","Indian Nude",,,,"Skubby","Micro",,,"Clearance Sale"
"745","Indian Nude","Saree Contours","INUX02CL","1190.00","","","rate","","True","Indian Nude",,,,"Skinny","Mini",,,"Clearance Sale"
"746","Indian Nude","Saree Contours","INUM03CL","1190.00","","","rate","","True","Indian Nude",,,,"Plumpy","Maxi",,,"Clearance Sale"
"747","Indian Nude","Saree Contours","INUX01CL","1190.00","","","rate","","True","Indian Nude",,,,"Skinny","Micro",,,"Clearance Sale"
"748","Indian Nude","Saree Contours","INUM02CL","1190.00","","","rate","20.0","True","Indian Nude",,,,"Plumpy","Mini",,,"Clearance Sale"
"749","Indian Nude","Saree Contours","INUL02CL","1190.00","","","rate","","True","Indian Nude",,,,"Chunky","Mini",,,"Clearance Sale"
"750","Indian Nude","Saree Contours","INUM01CL","1190.00","","","rate","157.0","True","Indian Nude",,,,"Plumpy","Micro",,,"Clearance Sale"
"751","Indian Nude","Saree Contours","INUL03CL","1190.00","","","rate","","True","Indian Nude",,,,"Chunky","Maxi",,,"Clearance Sale"
"753","Indian Nude","Saree Contours","INUL01CL","1190.00","","","rate","","True","Indian Nude",,,,"Chunky","Micro",,,"Clearance Sale"
"1047","Alai","Ready to Wear Blouses","ALAIORCHIDX","690.00","25.00","172.50","rate","36.0","True","ORCHID",,,,"XS",,,,"Sale Products"
"1048","Alai","Ready to Wear Blouses","ALAIORCHIDS","690.00","25.00","172.50","rate","65.0","True","ORCHID",,,,"S",,,,"Sale Products"
"1049","Alai","Ready to Wear Blouses","ALAIORCHIDM","690.00","25.00","172.50","rate","29.0","True","ORCHID",,,,"M",,,,"Sale Products"
"1050","Alai","Ready to Wear Blouses","ALAIORCHIDL","690.00","25.00","172.50","rate","40.0","True","ORCHID",,,,"L",,,,"Sale Products"
"1051","Alai","Ready to Wear Blouses","ALAIORCHIDXL","690.00","25.00","172.50","rate","5.0","True","ORCHID",,,,"XL",,,,"Sale Products"
"1052","Dolly","Ready to Wear Blouses","DOLLYORCHIDX","690.00","25.00","172.50","rate","43.0","True","ORCHID",,,,"XS",,,,
"1053","Dolly","Ready to Wear Blouses","DOLLYORCHIDS","690.00","25.00","172.50","rate","83.0","True","ORCHID",,,,"S",,,,
"1054","Dolly","Ready to Wear Blouses","DOLLYORCHIDXL","690.00","25.00","172.50","rate","41.0","True","ORCHID",,,,"XL",,,,
"1055","Dolly","Ready to Wear Blouses","DOLLYORCHIDL","690.00","25.00","172.50","rate","89.0","True","ORCHID",,,,"L",,,,
"1056","Dolly","Ready to Wear Blouses","DOLLYORCHIDM","690.00","25.00","172.50","rate","108.0","True","ORCHID",,,,"M",,,,
"1070","Pastel Orange","Saree Contours","LOX02","1190.00","25.00","297.50","rate","80.0","True","Pastel Orange",,,,"Skinny","Mini",,,"Saree Contours,clearout"
"1072","Pastel Orange","Saree Contours","LOS01","1190.00","25.00","297.50","rate","10.0","True","Pastel Orange",,,,"Skubby","Micro",,,"Saree Contours"
"1073","Pastel Orange","Saree Contours","LOS02","1190.00","25.00","297.50","rate","","True","Pastel Orange",,,,"Skubby","Mini",,,"Saree Contours"
"1074","Pastel Orange","Saree Contours","LOS03","1190.00","25.00","297.50","rate","","True","Pastel Orange",,,,"Skubby","Maxi",,,"Saree Contours"
"1075","Pastel Orange","Saree Contours","LOM01","1190.00","25.00","297.50","rate","61.0","True","Pastel Orange",,,,"Plumpy","Micro",,,"clearout,Saree Contours"
"1076","Pastel Orange","Saree Contours","LOM02","1190.00","25.00","297.50","rate","8.0","True","Pastel Orange",,,,"Plumpy","Mini",,,"Saree Contours"
"1077","Pastel Orange","Saree Contours","LOM03","1190.00","25.00","297.50","rate","50.0","True","Pastel Orange",,,,"Plumpy","Maxi",,,"Saree Contours"
"1078","Pastel Orange","Saree Contours","LOL01","1190.00","25.00","297.50","rate","14.0","True","Pastel Orange",,,,"Chunky","Micro",,,"Saree Contours"
"1079","Pastel Orange","Saree Contours","LOL02","1190.00","25.00","297.50","rate","","True","Pastel Orange",,,,"Chunky","Mini",,,"Saree Contours"
"1080","Pastel Orange","Saree Contours","LOL03","1190.00","25.00","297.50","rate","","True","Pastel Orange",,,,"Chunky","Maxi",,,"Saree Contours"
"1093","Cinderella","Ready to Wear Blouses","CINDORCHIDX","690.00","25.00","172.50","rate","38.0","True","Orchid",,,,"XS",,,,
"1094","Cinderella","Ready to Wear Blouses","CINDORCHIDS","690.00","25.00","172.50","rate","64.0","True","Orchid",,,,"S",,,,
"1095","Cinderella","Ready to Wear Blouses","CINDORCHIDM","690.00","25.00","172.50","rate","131.0","True","Orchid",,,,"M",,,,
"1096","Cinderella","Ready to Wear Blouses","CINDORCHIDL","690.00","25.00","172.50","rate","4.0","True","Orchid",,,,"L",,,,
"1097","Cinderella","Ready to Wear Blouses","CINDORCHIDXL","690.00","25.00","172.50","rate","28.0","True","Orchid",,,,"XL",,,,
"1121","Steel","Saree Contours","LGS02","1190.00","25.00","297.50","rate","","True","Steel",,,,"Skubby","Mini",,,"Saree Contours"
"1125","Lolita","Ready to Wear Blouses","LOLITABOUGAINVILLEAM","690.00","25.00","172.50","rate","","True","Bougainvillea",,,,"M",,,,"Sale Products"
"1129","Bella","Ready to Wear Blouses","BELLAORCHIDXS","690.00","25.00","172.50","rate","36.0","True","ORCHID",,,,"XS",,,,"Sale Products"
"1131","Bella","Ready to Wear Blouses","","690.00","25.00","172.50","rate","60.0","True","ORCHID",,,,"S",,,,"Sale Products"
"1133","Bella","Ready to Wear Blouses","","690.00","25.00","172.50","rate","29.0","True","ORCHID",,,,"M",,,,"Sale Products"
"1134","Bella","Ready to Wear Blouses","","690.00","25.00","172.50","rate","40.0","True","ORCHID",,,,"L",,,,"Sale Products"
"1135","Bella","Ready to Wear Blouses","","690.00","25.00","172.50","rate","","True","ORCHID",,,,"XL",,,,"Sale Products"
"1136","Cinderella","Ready to Wear Blouses","CINDPEACOCKXS","690.00","25.00","172.50","rate","29.0","True","PEACOCK",,,,"XS",,,,
"1137","Cinderella","Ready to Wear Blouses","CINDPEACOCKS","690.00","25.00","172.50","rate","13.0","True","PEACOCK",,,,"S",,,,
"1138","Cinderella","Ready to Wear Blouses","CINDPEACOCKM","690.00","25.00","172.50","rate","30.0","True","PEACOCK",,,,"M",,,,
"1139","Cinderella","Ready to Wear Blouses","CINDPEACOCKL","690.00","25.00","172.50","rate","12.0","True","PEACOCK",,,,"L",,,,
"1140","Cinderella","Ready to Wear Blouses","CINDPEACOCKXL","690.00","25.00","172.50","rate","34.0","True","PEACOCK",,,,"XL",,,,
"1141","Lolita","Ready to Wear Blouses","LOLIORCHIDXS","690.00","25.00","172.50","rate","46.0","True","ORCHID",,,,"XS",,,,"Sale Products"
"1142","Lolita","Ready to Wear Blouses","LOLIORCHIDS","690.00","25.00","172.50","rate","74.0","True","ORCHID",,,,"S",,,,"Sale Products"
"1143","Lolita","Ready to Wear Blouses","LOLIORCHIDM","690.00","25.00","172.50","rate","36.0","True","ORCHID",,,,"M",,,,"Sale Products"
"1144","Lolita","Ready to Wear Blouses","LOLIORCHIDL","690.00","25.00","172.50","rate","67.0","True","ORCHID",,,,"L",,,,"Sale Products"
"1145","Lolita","Ready to Wear Blouses","LOLIORCHIDXL","690.00","25.00","172.50","rate","9.0","True","ORCHID",,,,"XL",,,,"Sale Products"
"1171","Pastel Orange","Saree Contours","LOXS01","1190.00","25.00","297.50","rate","62.0","True","Pastel Orange",,,,"Skinny","MICRO",,,"clearout,Saree Contours"
"1198","Pastel Orange","Saree Contours","LORANGEX03","1190.00","25.00","297.50","rate","47.0","True","Pastel Orange",,,,"Skinny","Maxi",,,"Saree Contours"
"1246","Dolly","Ready to Wear Blouses","DOLLYPINE S","690.00","25.00","172.50","rate","57.0","True","Pine",,,,"S",,,,
"1247","Dolly","Ready to Wear Blouses","DOLLYPINE XL","690.00","25.00","172.50","rate","78.0","True","Pine",,,,"XL",,,,
"1248","Dolly","Ready to Wear Blouses","DOLLYPINEXS","690.00","25.00","172.50","rate","76.0","True","Pine",,,,"XS",,,,
"1249","Dolly","Ready to Wear Blouses","DOLLYPINE M","690.00","25.00","172.50","rate","71.0","True","Pine",,,,"M",,,,
"1251","Grape","Saree Contours","GRAPEX01","1190.00","25.00","297.50","rate","102.0","True","Grape",,,,"Skinny","Micro",,,"clearout,Saree Contours"
"1252","Grape","Saree Contours","GRAPEX02","1190.00","25.00","297.50","rate","134.0","True","Grape",,,,"Skinny","Mini",,,"Saree Contours"
"1253","Grape","Saree Contours","GRAPEX03","1190.00","25.00","297.50","rate","146.0","True","Grape",,,,"Skinny","Maxi",,,"Saree Contours,clearout"
"1254","Grape","Saree Contours","GRAPES01","1190.00","25.00","297.50","rate","3.0","True","Grape",,,,"Skubby","Micro",,,"Saree Contours"
"1255","Grape","Saree Contours","GRAPES02","1190.00","25.00","297.50","rate","","True","Grape",,,,"Skubby","Mini",,,"Saree Contours"
"1256","Grape","Saree Contours","GRAPES03","1190.00","25.00","297.50","rate","30.0","True","Grape",,,,"Skubby","Maxi",,,"Saree Contours"
"1257","Grape","Saree Contours","GRAPEM01","1190.00","25.00","297.50","rate","108.0","True","Grape",,,,"Plumpy","Micro",,,"Saree Contours"
"1258","Grape","Saree Contours","GRAPEM02","1190.00","25.00","297.50","rate","9.0","True","Grape",,,,"Plumpy","Mini",,,"Saree Contours"
"1259","Grape","Saree Contours","GRAPEM03","1190.00","25.00","297.50","rate","","True","Grape",,,,"Plumpy","Maxi",,,"Saree Contours"
"1260","Grape","Saree Contours","GRAPEL02","1190.00","25.00","297.50","rate","11.0","True","Grape",,,,"Chunky","Mini",,,"Saree Contours"
"1261","Grape","Saree Contours","GRAPEL01","1190.00","25.00","297.50","rate","55.0","True","Grape",,,,"Chunky","Micro",,,"Saree Contours"
"1262","Grape","Saree Contours","GRAPEL03","1190.00","25.00","297.50","rate","","True","Grape",,,,"Chunky","Maxi",,,"Saree Contours"
"1263","Pine","Saree Contours","PINEX01","1190.00","25.00","297.50","rate","11.0","True","Pine",,,,"Skinny","Micro",,,"clearout,Saree Contours"
"1264","Pine","Saree Contours","PINEX02","1190.00","25.00","297.50","rate","54.0","True","Pine",,,,"Skinny","Mini",,,"Saree Contours,clearout"
"1265","Pine","Saree Contours","PINEX03","1190.00","25.00","297.50","rate","38.0","True","Pine",,,,"Skinny","Maxi",,,"Saree Contours"
"1266","Pine","Saree Contours","PINES02","1190.00","25.00","297.50","rate","","True","Pine",,,,"Skubby","Mini",,,"Saree Contours"
"1267","Pine","Saree Contours","PINES01","1190.00","25.00","297.50","rate","6.0","True","Pine",,,,"Skubby","Micro",,,"Saree Contours"
"1268","Pine","Saree Contours","PINES03","1190.00","25.00","297.50","rate","","True","Pine",,,,"Skubby","Maxi",,,"Saree Contours"
"1269","Pine","Saree Contours","PINEM01","1190.00","25.00","297.50","rate","","True","Pine",,,,"Plumpy","Micro",,,"clearout,Saree Contours"
"1270","Pine","Saree Contours","PINEM02","1190.00","25.00","297.50","rate","","True","Pine",,,,"Plumpy","Mini",,,"Saree Contours"
"1271","Pine","Saree Contours","PINEL03","1190.00","25.00","297.50","rate","","True","Pine",,,,"Chunky","Maxi",,,"Saree Contours"
"1272","Pine","Saree Contours","PINEM03","1190.00","25.00","297.50","rate","","True","Pine",,,,"Plumpy","Maxi",,,"Saree Contours"
"1273","Pine","Saree Contours","PINEL02","1190.00","25.00","297.50","rate","","True","Pine",,,,"Chunky","Mini",,,"Saree Contours"
"1274","Pine","Saree Contours","PINEL01","1190.00","25.00","297.50","rate","","True","Pine",,,,"Chunky","Micro",,,"clearout,Saree Contours"
"1299","Black","Saree Contours","JETBLACKXS01","1190.00","","","rate","77.0","True","Black",,,,"Skinny","Micro",,,"Saree Contours,clearout"
"1300","Black","Saree Contours","JETBLACKXS02","1190.00","","","rate","6.0","True","Black",,,,"Skinny","Mini",,,"Saree Contours"
"1302","Black","Saree Contours","JETBLACKXS03","1190.00","","","rate","118.0","True","Black",,,,"Skinny","Maxi",,,"Saree Contours"
"1303","Black","Saree Contours","JETBLACKS01","1190.00","","","rate","91.0","True","Black",,,,"Skubby","Micro",,,"Saree Contours"
"1304","Black","Saree Contours","JETBLACKS02","1190.00","","","rate","178.0","True","Black",,,,"Skubby","Mini",,,"Saree Contours"
"1305","Black","Saree Contours","JETBLACKS03","1190.00","","","rate","","True","Black",,,,"Skubby","Maxi",,,"Saree Contours"
"1306","Black","Saree Contours","JETBLACKM01","1190.00","","","rate","97.0","True","Black",,,,"Plumpy","Micro",,,"clearout,Saree Contours"
"1307","Black","Saree Contours","JETBLACKM02","1190.00","","","rate","72.0","True","Black",,,,"Plumpy","Mini",,,"Saree Contours"
"1308","Black","Saree Contours","JETBLACK03","1190.00","","","rate","","True","Black",,,,"Plumpy","Maxi",,,"Saree Contours"
"1309","Black","Saree Contours","JETBLACKL01","1190.00","","","rate","","True","Black",,,,"Chunky","Micro",,,"clearout,Saree Contours"
"1310","Black","Saree Contours","JETBLACKL02","1190.00","","","rate","","True","Black",,,,"Chunky","Mini",,,"Saree Contours"
"1316","Black","Saree Contours","JETBLACKL03","1190.00","","","rate","","True","Black",,,,"Chunky","Maxi",,,"Saree Contours"
"1674","Solid Black Rayon Midi dress","Dresses","SOLIDBLACKXS","2098.97","20.00","419.79","rate","","True","Black","Cotton",,"Round Neck","XS",,,"MIDI","Dark Collections,denims,Superhit,Best Sellers"
"1675","Solid Black Rayon Midi dress","Dresses","SOLIDBLACKS","2098.97","20.00","419.79","rate","4.0","True","Black","Cotton",,"Round Neck","S",,,"MIDI","Superhit,Best Sellers,Dark Collections,denims"
"1676","Solid Black Rayon Midi dress","Dresses","SOLIDBLACKM","2098.97","20.00","419.79","rate","21.0","True","Black","Cotton",,"Round Neck","M",,,"MIDI","Dark Collections,denims,Superhit,Best Sellers"
"1677","Solid Black Rayon Midi dress","Dresses","SOLIDBLACKL","2098.97","20.00","419.79","rate","16.0","True","Black","Cotton",,"Round Neck","L",,,"MIDI","Superhit,Best Sellers,Dark Collections,denims"
"1678","Solid Black Rayon Midi dress","Dresses","SOLIDBLACKXL","2098.97","20.00","419.79","rate","20.0","True","Black","Cotton",,"Round Neck","XL",,,"MIDI","Dark Collections,denims,Superhit,Best Sellers"
"1679","Solid Black Rayon Midi dress","Dresses","SOLIDBLACK2XL","2098.97","20.00","419.79","rate","","True","Black","Cotton",,"Round Neck","XXL",,,"MIDI","denims,Superhit,Best Sellers,Dark Collections"
"1680","Solid Black Rayon Midi dress","Dresses","SOLIDBLACK3XL","2098.97","20.00","419.79","rate","","True","Black","Cotton",,"Round Neck","XXXL",,,"MIDI","Best Sellers,Dark Collections,denims,Superhit"
"1722","Lilac","Saree Contours","LILACS01","1190.00","","","rate","","True","Lilac",,,,"Skinny","Micro",,,"clearout,Saree Contours"
"1723","Lilac","Saree Contours","LILACS02","1190.00","","","rate","","True","Lilac",,,,"Skinny","mini",,,"Saree Contours"
"1724","Lilac","Saree Contours","LILACS03","1190.00","","","rate","","True","Lilac",,,,"Skinny","maxi",,,"Saree Contours"
"1725","Lilac","Saree Contours","LILACS04","1190.00","","","rate","","True","Lilac",,,,"Skubby","Micro",,,"Saree Contours"
"1726","Lilac","Saree Contours","LILACS05","1190.00","","","rate","","True","Lilac",,,,"Skubby","mini",,,"Saree Contours"
"1727","Lilac","Saree Contours","LILACS06","1190.00","","","rate","","True","Lilac",,,,"Skubby","maxi",,,"Saree Contours"
"1728","Lilac","Saree Contours","LILACS07","1190.00","","","rate","","True","Lilac",,,,"Plumpy","Micro",,,"clearout,Saree Contours"
"1729","Lilac","Saree Contours","LILACS08","1190.00","","","rate","","True","Lilac",,,,"Plumpy","mini",,,"Saree Contours"
"1730","Lilac","Saree Contours","LILACS09","1190.00","","","rate","","True","Lilac",,,,"Plumpy","maxi",,,"Saree Contours"
"1731","Lilac","Saree Contours","LILACS010","1190.00","","","rate","","True","Lilac",,,,"Chunky","Micro",,,"Saree Contours"
"1732","Lilac","Saree Contours","LILACS011","1190.00","","","rate","","True","Lilac",,,,"Chunky","mini",,,"Saree Contours"
"1733","Lilac","Saree Contours","LILACS012","1190.00","","","rate","","True","Lilac",,,,"Chunky","maxi",,,"Saree Contours"
"1883","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW301","1480.00","10.00","148.00","rate","","True",,,,,"XS",,,"Calf Length",
"1884","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW302","1480.00","10.00","148.00","rate","12.0","True",,,,,"S",,,"Calf Length",
"1885","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW303","1480.00","10.00","148.00","rate","34.0","True",,,,,"M",,,"Calf Length",
"1886","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW304","1480.00","10.00","148.00","rate","35.0","True",,,,,"L",,,"Calf Length",
"1887","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW305","1480.00","10.00","148.00","rate","18.0","True",,,,,"XL",,,"Calf Length",
"1888","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW306","1480.00","10.00","148.00","rate","11.0","True",,,,,"XXL",,,"Calf Length",
"1889","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW307","1480.00","10.00","148.00","rate","","True",,,,,"XS",,,"Full Length",
"1890","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW308","1480.00","10.00","148.00","rate","3.0","True",,,,,"S",,,"Full Length",
"1891","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW309","1480.00","10.00","148.00","rate","24.0","True",,,,,"M",,,"Full Length",
"1892","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW310","1480.00","10.00","148.00","rate","22.0","True",,,,,"L",,,"Full Length",
"1893","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW311","1480.00","10.00","148.00","rate","12.0","True",,,,,"XL",,,"Full Length",
"1894","Wishing Star Maternity & Feeding Premium Loungewear","Loungewear","LW312","1480.00","10.00","148.00","rate","12.0","True",,,,,"XXL",,,"Full Length",
"1898","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW321","1480.00","10.00","148.00","rate","1.0","True",,,,,"XS",,,"Calf Length",
"1899","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW322","1480.00","10.00","148.00","rate","16.0","True",,,,,"S",,,"Calf Length",
"1900","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW323","1480.00","10.00","148.00","rate","32.0","True",,,,,"M",,,"Calf Length",
"1901","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW324","1480.00","10.00","148.00","rate","34.0","True",,,,,"L",,,"Calf Length",
"1902","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW325","1480.00","10.00","148.00","rate","17.0","True",,,,,"XL",,,"Calf Length",
"1903","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW326","1480.00","10.00","148.00","rate","13.0","True",,,,,"XXL",,,"Calf Length",
"1904","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW327","1480.00","10.00","148.00","rate","3.0","True",,,,,"XS",,,"Full Length",
"1905","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW328","1480.00","10.00","148.00","rate","5.0","True",,,,,"S",,,"Full Length",
"1906","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW329","1480.00","10.00","148.00","rate","27.0","True",,,,,"M",,,"Full Length",
"1907","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW330","1480.00","10.00","148.00","rate","27.0","True",,,,,"L",,,"Full Length",
"1908","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW331","1480.00","10.00","148.00","rate","12.0","True",,,,,"XL",,,"Full Length",
"1909","Pink Giraffee Printed Feeding & Maternity Premium Loungewear","Loungewear","LW332","1480.00","10.00","148.00","rate","15.0","True",,,,,"XXL",,,"Full Length",
"1982","Denim Midi dress","Dresses","MAXI1070","1890.00","20.00","378.00","rate","","True","BLUE","Cotton",,"Round Neck","XS",,,"MIDI","denims"
"1983","Denim Midi dress","Dresses","MAXI1071","1890.00","20.00","378.00","rate","","True","BLUE","Cotton",,"Round Neck","S",,,"MIDI","denims"
"1984","Denim Midi dress","Dresses","MAXI1072","1890.00","20.00","378.00","rate","","True","BLUE","Cotton",,"Round Neck","M",,,"MIDI","denims"
"1985","Denim Midi dress","Dresses","MAXI1073","1890.00","20.00","378.00","rate","3.0","True","BLUE","Cotton",,"Round Neck","L",,,"MIDI","denims"
"1986","Denim Midi dress","Dresses","MAXI1074","1890.00","20.00","378.00","rate","","True","BLUE","Cotton",,"Round Neck","XL",,,"MIDI","denims"
"1987","Denim Midi dress","Dresses","MAXI1075","1890.00","20.00","378.00","rate","","True","BLUE","Cotton",,"Round Neck","XXL",,,"MIDI","denims"
"1988","Denim Midi dress","Dresses","MAXI1076","1890.00","20.00","378.00","rate","","True","BLUE","Cotton",,"Round Neck","XXXL",,,"MIDI","denims"
"2032","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW334","1480.00","10.00","148.00","rate","","True",,,,,"XS",,,"Calf Length","Sale Products,Best Sellers"
"2033","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW335","1480.00","10.00","148.00","rate","4.0","True",,,,,"S",,,"Calf Length","Sale Products,Best Sellers"
"2034","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW336","1480.00","10.00","148.00","rate","19.0","True",,,,,"M",,,"Calf Length","Sale Products,Best Sellers"
"2035","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW337","1480.00","10.00","148.00","rate","8.0","True",,,,,"L",,,"Calf Length","Best Sellers,Sale Products"
"2036","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW338","1480.00","10.00","148.00","rate","5.0","True",,,,,"XL",,,"Calf Length","Best Sellers,Sale Products"
"2037","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW339","1480.00","10.00","148.00","rate","8.0","True",,,,,"XXL",,,"Calf Length","Best Sellers,Sale Products"
"2038","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW340","1480.00","10.00","148.00","rate","","True",,,,,"XS",,,"Full Length","Best Sellers,Sale Products"
"2039","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW341","1480.00","10.00","148.00","rate","3.0","True",,,,,"S",,,"Full Length","Best Sellers,Sale Products"
"2040","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW342","1480.00","10.00","148.00","rate","20.0","True",,,,,"M",,,"Full Length","Sale Products,Best Sellers"
"2041","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW343","1480.00","10.00","148.00","rate","17.0","True",,,,,"L",,,"Full Length","Sale Products,Best Sellers"
"2042","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW344","1480.00","10.00","148.00","rate","7.0","True",,,,,"XL",,,"Full Length","Sale Products,Best Sellers"
"2043","Navy Heart Feeding & Maternity Loungewear","Loungewear","LW345","1480.00","10.00","148.00","rate","8.0","True",,,,,"XXL",,,"Full Length","Best Sellers,Sale Products"
"2044","Thook Amma Baby Hip Carrier-LUXE","Baby carrier","TAHIPBLACK","4895.00","30.00","1468.50","rate","36.0","True","Black",,,,,,,,"Baby Carrier"
"2045","Thook Amma Baby Hip Carrier-LUXE","Baby carrier","TAHIPBROWN","4895.00","30.00","1468.50","rate","","True","Brown",,,,,,,,"Baby Carrier"
"2047","Black Tussar Kurti & leggings ","Dresses","BLACKTUSSAR0S","2140.00","40.00","856.00","rate","","True",,,,,"S",,,,"Clearance,Kurtis"
"2048","Black Tussar Kurti & leggings ","Dresses","BLACKTUSSAR0M","2140.00","40.00","856.00","rate","","True",,,,,"M",,,,"Kurtis,Clearance"
"2049","Black Tussar Kurti & leggings ","Dresses","BLACKTUSSAR0L","2140.00","40.00","856.00","rate","","True",,,,,"L",,,,"Kurtis,Clearance"
"2067","Grape Feeding & Maternity Loungewear","Loungewear","LW0501","1480.00","10.00","148.00","rate","","True",,,,,"XS",,,"Calf Length",
"2068","Grape Feeding & Maternity Loungewear","Loungewear","LW0502","1480.00","10.00","148.00","rate","13.0","True",,,,,"S",,,"Calf Length",
"2069","Grape Feeding & Maternity Loungewear","Loungewear","LW0503","1480.00","10.00","148.00","rate","19.0","True",,,,,"M",,,"Calf Length",
"2070","Grape Feeding & Maternity Loungewear","Loungewear","LW0504","1480.00","10.00","148.00","rate","12.0","True",,,,,"L",,,"Calf Length",
"2071","Grape Feeding & Maternity Loungewear","Loungewear","LW0505","1480.00","10.00","148.00","rate","6.0","True",,,,,"XL",,,"Calf Length",
"2072","Grape Feeding & Maternity Loungewear","Loungewear","LW0506","1480.00","10.00","148.00","rate","8.0","True",,,,,"XXL",,,"Calf Length",
"2073","Grape Feeding & Maternity Loungewear","Loungewear","LW0507","1480.00","10.00","148.00","rate","","True",,,,,"XS",,,"Full Length",
"2074","Grape Feeding & Maternity Loungewear","Loungewear","LW0508","1480.00","10.00","148.00","rate","2.0","True",,,,,"S",,,"Full Length",
"2075","Grape Feeding & Maternity Loungewear","Loungewear","LW0509","1480.00","10.00","148.00","rate","16.0","True",,,,,"M",,,"Full Length",
"2076","Grape Feeding & Maternity Loungewear","Loungewear","LW0510","1480.00","10.00","148.00","rate","10.0","True",,,,,"L",,,"Full Length",
"2077","Grape Feeding & Maternity Loungewear","Loungewear","LW0511","1480.00","10.00","148.00","rate","3.0","True",,,,,"XL",,,"Full Length",
"2078","Grape Feeding & Maternity Loungewear","Loungewear","LW0512","1480.00","10.00","148.00","rate","11.0","True",,,,,"XXL",,,"Full Length",
"2091","Pine Feeding & Maternity Loungewear","Loungewear","LW0513","1480.00","10.00","148.00","rate","","True",,,,,"XS",,,"Calf Length",
