ID,ITEM NAME,ITEM TYPE,ITEM CODE,SALE PRICE,SALE DISCOUNT RATE,SALE DISCOUNT PRICE,SALE DISCOUNT MODE,CURRENT STOCK,IS PUBLIC,PROPERTY:Colour,PROPERTY:Fabric,PROPERTY:Feeding Maxi,PROPERTY:Neck,PROPERTY:Size,PROPERTY:Skirt Length,PROPERTY:Sleeve Type,PROPERTY:Total Length,PROPERTY:__category 
"4628","Emerald Lake Ruffle Midi","Dresses","MAXI006","2280.00","","","rate","","True","GREEN","Chiffon",,"Round Neck","XXL",,,"MIDI","Best Sellers,Dark Collections,Flowy chiffon Dresses"
"4629","Emerald Lake Ruffle Midi","Dresses","MAXI007","2280.00","","","rate","","True","GREEN","Chiffon",,"Round Neck","XXXL",,,"MIDI","Flowy chiffon Dresses,Best Sellers,Dark Collections"
"4631","Amber Bloom Chiffon Maxi","Dresses","MAXI008","1850.00","40.00","740.00","rate","","True",,,,,"XS",,,,"New Arrivals,Best Sellers,Clearance,Long Maxi Dresses"
"4632","Amber Bloom Chiffon Maxi","Dresses","MAXI009","1850.00","40.00","740.00","rate","","True",,,,,"S",,,,"New Arrivals,Best Sellers,Long Maxi Dresses"
"4633","Amber Bloom Chiffon Maxi","Dresses","MAXI010","1850.00","40.00","740.00","rate","","True",,,,,"M",,,,"Clearance,Long Maxi Dresses,New Arrivals,Best Sellers"
"4634","Amber Bloom Chiffon Maxi","Dresses","MAXI011","1850.00","40.00","740.00","rate","","True",,,,,"L",,,,"Best Sellers,Long Maxi Dresses,New Arrivals"
"4635","Amber Bloom Chiffon Maxi","Dresses","MAXI012","1850.00","40.00","740.00","rate","","True",,,,,"XL",,,,"Best Sellers,Long Maxi Dresses,New Arrivals"
"4636","Amber Bloom Chiffon Maxi","Dresses","MAXI013","1850.00","40.00","740.00","rate","","True",,,,,"XXL",,,,"Best Sellers,Long Maxi Dresses,New Arrivals"
"4637","Amber Bloom Chiffon Maxi","Dresses","MAXI014","1850.00","40.00","740.00","rate","","True",,,,,"XXXL",,,,"Best Sellers,New Arrivals"
"4640","Velvet Garden Chiffon Maxi","Dresses","MAXI015","2180.00","","","rate","","True","PINK","Chiffon",,"V Neck","XS",,,"Maxi","Flowy chiffon Dresses,Best Sellers"
"4642","Velvet Garden Chiffon Maxi","Dresses","MAXI016","2180.00","","","rate","","True","PINK","Chiffon",,"V Neck","S",,,"Maxi","Flowy chiffon Dresses,Best Sellers"
"4643","Velvet Garden Chiffon Maxi","Dresses","MAXI017","2180.00","","","rate","","True","PINK","Chiffon",,"V Neck","M",,,"Maxi","Flowy chiffon Dresses,Best Sellers"
"4644","Velvet Garden Chiffon Maxi","Dresses","MAXI018","2180.00","","","rate","","True","PINK","Chiffon",,"V Neck","L",,,"Maxi","Flowy chiffon Dresses,Best Sellers"
"4645","Velvet Garden Chiffon Maxi","Dresses","MAXI019","2180.00","","","rate","","True","PINK","Chiffon",,"V Neck","XL",,,"Maxi","Flowy chiffon Dresses,Best Sellers"
"4646","Velvet Garden Chiffon Maxi","Dresses","MAXI020","2180.00","","","rate","","True","PINK","Chiffon",,"V Neck","XXL",,,"Maxi","Flowy chiffon Dresses,Best Sellers"
"4647","Velvet Garden Chiffon Maxi","Dresses","MAXI021","2180.00","","","rate","","True","PINK","Chiffon",,"V Neck","XXXL",,,"Maxi","Flowy chiffon Dresses,Best Sellers"
"4649","Noire Chiffon Maxi","Dresses","MAXI022","2240.00","40.00","896.00","rate","","True",,,,,"XS",,,,"Dark Collections,Long Maxi Dresses"
"4650","Noire Chiffon Maxi","Dresses","MAXI023","2240.00","40.00","896.00","rate","","True",,,,,"S",,,,"Long Maxi Dresses,New Arrivals,Dark Collections"
"4651","Noire Chiffon Maxi","Dresses","MAXI024","2240.00","40.00","896.00","rate","","True",,,,,"M",,,,"Clearance,Dark Collections,Long Maxi Dresses,New Arrivals"
"4652","Noire Chiffon Maxi","Dresses","MAXI025","2240.00","40.00","896.00","rate","","True",,,,,"L",,,,"Long Maxi Dresses,New Arrivals,Clearance,Dark Collections"
"4653","Noire Chiffon Maxi","Dresses","MAXI026","2240.00","40.00","896.00","rate","","True",,,,,"XL",,,,"Dark Collections,Long Maxi Dresses,New Arrivals,Clearance"
"4654","Noire Chiffon Maxi","Dresses","MAXI027","2240.00","40.00","896.00","rate","","True",,,,,"XXL",,,,"Dark Collections,Long Maxi Dresses,New Arrivals"
"4655","Noire Chiffon Maxi","Dresses","MAXI028","2240.00","40.00","896.00","rate","","True",,,,,"XXXL",,,,"New Arrivals,Dark Collections,Long Maxi Dresses"
"4657","Nor Scalloped Maxi","Dresses","MAXI029","1840.00","15.00","276.00","rate","","True","Black","Cotton",,"Square Neck","XS",,,"Maxi","denims"
"4658","Nor Scalloped Maxi","Dresses","MAXI030","1840.00","15.00","276.00","rate","3.0","True","Black","Cotton",,"Square Neck","S",,,"Maxi","denims"
"4659","Nor Scalloped Maxi","Dresses","MAXI031","1840.00","15.00","276.00","rate","17.0","True","Black","Cotton",,"Square Neck","M",,,"Maxi","denims"
"4660","Nor Scalloped Maxi","Dresses","MAXI032","1840.00","15.00","276.00","rate","8.0","True","Black","Cotton",,"Square Neck","L",,,"Maxi","denims"
"4661","Nor Scalloped Maxi","Dresses","MAXI033","1840.00","15.00","276.00","rate","9.0","True","Black","Cotton",,"Square Neck","XL",,,"Maxi","denims"
"4663","Nor Scalloped Maxi","Dresses","MAXI034","1840.00","15.00","276.00","rate","2.0","True","Black","Cotton",,"Square Neck","XXL",,,"Maxi","denims"
"4664","Nor Scalloped Maxi","Dresses","MAXI035","1840.00","15.00","276.00","rate","","True","Black","Cotton",,"Square Neck","XXXL",,,"Maxi","denims"
"4666","Red Echo Buttondown Maxi","Dresses","MAXI036","1840.00","40.00","736.00","rate","","True","RED","Chiffon",,"Round Neck","XS",,,"Maxi","Clearance"
"4667","Red Echo Buttondown Maxi","Dresses","MAXI037","1840.00","40.00","736.00","rate","","True","RED","Chiffon",,"Round Neck","S",,,"Maxi","Clearance"
"4668","Red Echo Buttondown Maxi","Dresses","MAXI038","1840.00","40.00","736.00","rate","","True","RED","Chiffon",,"Round Neck","M",,,"Maxi","Clearance"
"4669","Red Echo Buttondown Maxi","Dresses","MAXI039","1840.00","40.00","736.00","rate","","True","RED","Chiffon",,"Round Neck","L",,,"Maxi","Clearance"
"4670","Red Echo Buttondown Maxi","Dresses","MAXI040","1840.00","40.00","736.00","rate","","True","RED","Chiffon",,"Round Neck","XL",,,"Maxi","Clearance"
"4671","Red Echo Buttondown Maxi","Dresses","MAXI041","1840.00","40.00","736.00","rate","","True","RED","Chiffon",,"Round Neck","XXL",,,"Maxi","Clearance"
"4672","Red Echo Buttondown Maxi","Dresses","MAXI042","1840.00","40.00","736.00","rate","","True","RED","Chiffon",,"Round Neck","XXXL",,,"Maxi","Clearance"
"4676","Denim Scalloped Shirt","Dresses","SHIRT043","1480.00","15.00","222.00","rate","2.0","True","BLUE","Denim",,"V Neck","XS",,,,"Best Sellers,denims"
"4679","Denim Scalloped Shirt","Dresses","SHIRT044","1480.00","15.00","222.00","rate","","True","BLUE","Denim",,"V Neck","S",,,,"Best Sellers,denims"
"4680","Denim Scalloped Shirt","Dresses","SHIRT045","1480.00","15.00","222.00","rate","","True","BLUE","Denim",,"V Neck","M",,,,"Best Sellers,denims"
"4681","Denim Scalloped Shirt","Dresses","SHIRT046","1480.00","15.00","222.00","rate","1.0","True","BLUE","Denim",,"V Neck","L",,,,"denims,Best Sellers"
"4682","Denim Scalloped Shirt","Dresses","SHIRT047","1480.00","15.00","222.00","rate","7.0","True","BLUE","Denim",,"V Neck","XL",,,,"Best Sellers,denims"
"4683","Denim Scalloped Shirt","Dresses","SHIRT048","1480.00","15.00","222.00","rate","1.0","True","BLUE","Denim",,"V Neck","XXL",,,,"Best Sellers,denims"
"4684","Denim Scalloped Shirt","Dresses","SHIRT049","1480.00","15.00","222.00","rate","","True","BLUE","Denim",,"V Neck","XXXL",,,,"denims,Best Sellers"
"4693","Earthdown Chiffon Maxi","Dresses","MAXI050","1980.00","40.00","792.00","rate","","True","GREEN","Chiffon",,"V Neck","XS",,,"Maxi","clearance"
"4695","Earthdown Chiffon Maxi","Dresses","MAXI051","1980.00","40.00","792.00","rate","","True","GREEN","Chiffon",,"V Neck","S",,,"Maxi","clearance"
"4696","Earthdown Chiffon Maxi","Dresses","MAXI052","1980.00","40.00","792.00","rate","","True","GREEN","Chiffon",,"V Neck","M",,,"Maxi","clearance"
"4697","Earthdown Chiffon Maxi","Dresses","MAXI053","1980.00","40.00","792.00","rate","","True","GREEN","Chiffon",,"V Neck","L",,,"Maxi","clearance"
"4698","Earthdown Chiffon Maxi","Dresses","MAXI054","1980.00","40.00","792.00","rate","","True","GREEN","Chiffon",,"V Neck","XL",,,"Maxi","clearance"
"4699","Earthdown Chiffon Maxi","Dresses","MAXI055","1980.00","40.00","792.00","rate","","True","GREEN","Chiffon",,"V Neck","XXL",,,"Maxi","clearance"
"4700","Earthdown Chiffon Maxi","Dresses","MAXI056","1980.00","40.00","792.00","rate","","True","GREEN","Chiffon",,"V Neck","XXXL",,,"Maxi","clearance"
"4702","Sunlit Midi Dress","Dresses","MAXI057","1890.00","","","rate","","True",,"Cotton",,"V Neck","XS",,,"MIDI","Selling Fast"
"4703","Sunlit Midi Dress","Dresses","MAXI058","1890.00","","","rate","","True",,"Cotton",,"V Neck","S",,,"MIDI","Selling Fast"
"4704","Sunlit Midi Dress","Dresses","MAXI059","1890.00","","","rate","","True",,"Cotton",,"V Neck","M",,,"MIDI","Selling Fast"
"4706","Sunlit Midi Dress","Dresses","MAXI060","1890.00","","","rate","","True",,"Cotton",,"V Neck","L",,,"MIDI","Selling Fast"
"4708","Sunlit Midi Dress","Dresses","MAXI061","1890.00","","","rate","","True",,"Cotton",,"V Neck","XL",,,"MIDI","Selling Fast"
"4710","Sunlit Midi Dress","Dresses","MAXI062","1890.00","","","rate","","True",,"Cotton",,"V Neck","XXL",,,"MIDI","Selling Fast"
"4712","Sunlit Midi Dress","Dresses","MAXI063","1890.00","","","rate","","True",,"Cotton",,"V Neck","XXXL",,,"MIDI","Selling Fast"
"4780","Onyx Checked Maxi","Dresses","MAXI064","1860.00","30.00","558.00","rate","","True","Black","Cotton",,"Square Neck","XS",,,"Maxi","Clearance"
"4781","Onyx Checked Maxi","Dresses","MAXI065","1860.00","30.00","558.00","rate","","True","Black","Cotton",,"Square Neck","S",,,"Maxi","Clearance"
"4782","Onyx Checked Maxi","Dresses","MAXI066","1860.00","30.00","558.00","rate","","True","Black","Cotton",,"Square Neck","M",,,"Maxi","Clearance"
"4783","Onyx Checked Maxi","Dresses","MAXI067","1860.00","30.00","558.00","rate","","True","Black","Cotton",,"Square Neck","L",,,"Maxi","Clearance"
"4784","Onyx Checked Maxi","Dresses","MAXI068","1860.00","30.00","558.00","rate","","True","Black","Cotton",,"Square Neck","XL",,,"Maxi","Clearance"
"4785","Onyx Checked Maxi","Dresses","MAXI069","1860.00","30.00","558.00","rate","","True","Black","Cotton",,"Square Neck","XXL",,,"Maxi","Clearance"
"4786","Onyx Checked Maxi","Dresses","MAXI070","1860.00","30.00","558.00","rate","","True","Black","Cotton",,"Square Neck","XXXL",,,"Maxi","Clearance"
"4796","Antique Gold Leggings","Ready to Wear Blouses","AT01","499.00","20.00","99.80","rate","26.0","True",,,,,"S",,,,
"4797","Antique Gold Leggings","Ready to Wear Blouses","AT02","499.00","20.00","99.80","rate","","True",,,,,"M",,,,
"4798","Antique Gold Leggings","Ready to Wear Blouses","AT03","499.00","20.00","99.80","rate","","True",,,,,"L",,,,
"4799","Antique Gold Leggings","Ready to Wear Blouses","AT04","499.00","20.00","99.80","rate","7.0","True",,,,,"XL",,,,
"4801","Antique Gold Leggings","Ready to Wear Blouses","AT05","499.00","20.00","99.80","rate","21.0","True",,,,,"XXL",,,,
"4803","Denim Leggings","Ready to Wear Blouses","D01","499.00","20.00","99.80","rate","40.0","True",,,,,"S",,,,
"4804","Denim Leggings","Ready to Wear Blouses","D02","499.00","20.00","99.80","rate","23.0","True",,,,,"M",,,,
"4805","Denim Leggings","Ready to Wear Blouses","D03","499.00","20.00","99.80","rate","16.0","True",,,,,"L",,,,
"4806","Denim Leggings","Ready to Wear Blouses","D04","499.00","20.00","99.80","rate","29.0","True",,,,,"XL",,,,
"4807","Denim Leggings","Ready to Wear Blouses","D05","499.00","20.00","99.80","rate","28.0","True",,,,,"XXL",,,,
"4809","Black Leggings","Ready to Wear Blouses","BL01","499.00","20.00","99.80","rate","36.0","True",,,,,"S",,,,
"4810","Black Leggings","Ready to Wear Blouses","BL02","499.00","20.00","99.80","rate","24.0","True",,,,,"M",,,,
"4811","Black Leggings","Ready to Wear Blouses","BL03","499.00","20.00","99.80","rate","20.0","True",,,,,"L",,,,
"4812","Black Leggings","Ready to Wear Blouses","BL04","499.00","20.00","99.80","rate","23.0","True",,,,,"XL",,,,
"4813","Black Leggings","Ready to Wear Blouses","BL05","499.00","20.00","99.80","rate","26.0","True",,,,,"XXL",,,,
"4842","Mystic Ikkat Maxi","Dresses","MAXI071","1980.00","40.00","792.00","rate","","True","Black","Chiffon",,"Square Neck","XS",,,"Maxi","clearance"
"4843","Mystic Ikkat Maxi","Dresses","MAXI072","1980.00","40.00","792.00","rate","","True","Black","Chiffon",,"Square Neck","S",,,"Maxi","clearance"
"4844","Mystic Ikkat Maxi","Dresses","MAXI073","1980.00","40.00","792.00","rate","","True","Black","Chiffon",,"Square Neck","M",,,"Maxi","clearance"
"4845","Mystic Ikkat Maxi","Dresses","MAXI074","1980.00","40.00","792.00","rate","","True","Black","Chiffon",,"Square Neck","L",,,"Maxi","clearance"
"4846","Mystic Ikkat Maxi","Dresses","MAXI075","1980.00","40.00","792.00","rate","","True","Black","Chiffon",,"Square Neck","XL",,,"Maxi","clearance"
"4847","Mystic Ikkat Maxi","Dresses","MAXI076","1980.00","40.00","792.00","rate","","True","Black","Chiffon",,"Square Neck","XXL",,,"Maxi","clearance"
"4848","Mystic Ikkat Maxi","Dresses","MAXI077","1980.00","40.00","792.00","rate","","True","Black","Chiffon",,"Square Neck","XXXL",,,"Maxi","clearance"
"5125","Rosette Georgette Maxi","Dresses","MAXI078","2180.00","","","rate","","True","WHITE","Chiffon",,"V Neck","XS",,,"Maxi","Selling Fast"
"5126","Rosette Georgette Maxi","Dresses","MAXI079","2180.00","","","rate","","True","WHITE","Chiffon",,"V Neck","S",,,"Maxi","Selling Fast"
"5127","Rosette Georgette Maxi","Dresses","MAXI080","2180.00","","","rate","","True","WHITE","Chiffon",,"V Neck","M",,,"Maxi","Selling Fast"
"5128","Rosette Georgette Maxi","Dresses","MAXI081","2180.00","","","rate","","True","WHITE","Chiffon",,"V Neck","L",,,"Maxi","Selling Fast"
"5129","Rosette Georgette Maxi","Dresses","MAXI082","2180.00","","","rate","","True","WHITE","Chiffon",,"V Neck","XL",,,"Maxi","Selling Fast"
"5130","Rosette Georgette Maxi","Dresses","MAXI083","2180.00","","","rate","","True","WHITE","Chiffon",,"V Neck","XXL",,,"Maxi","Selling Fast"
"5131","Rosette Georgette Maxi","Dresses","MAXI084","2180.00","","","rate","","True","WHITE","Chiffon",,"V Neck","XXXL",,,"Maxi","Selling Fast"
"5133","Icy Bloom Pleated Maxi","Dresses","MAXI085","2240.00","","","rate","","True",,"Chiffon",,"Sweetheart","S",,,,
"5134","Icy Bloom Pleated Maxi","Dresses","MAXI086","2240.00","","","rate","","True",,"Chiffon",,"Sweetheart","M",,,,"Selling Fast"
"5135","Icy Bloom Pleated Maxi","Dresses","MAXI087","2240.00","","","rate","","True",,"Chiffon",,"Sweetheart","L",,,,
"5136","Icy Bloom Pleated Maxi","Dresses","MAXI088","2240.00","","","rate","","True",,"Chiffon",,"Sweetheart","XL",,,,
"5137","Icy Bloom Pleated Maxi","Dresses","MAXI089","2240.00","","","rate","","True",,"Chiffon",,"Sweetheart","XXL",,,,
"5139","Blue Georgette Midi","Dresses","MIDI89","1980.00","50.00","990.00","rate","","True",,,,,"S",,,,"clearance"
"5140","Blue Georgette Midi","Dresses","MAXI90","1980.00","50.00","990.00","rate","","True",,,,,"M",,,,"clearance,Dresses Under Rs.1500"
"5142","White Schiffili Midi","Dresses","MIDI91","1280.00","","","rate","","True",,,,,"S",,,,"clearance"
"5143","White Schiffili Midi","Dresses","MIDI92","1280.00","","","rate","","True",,,,,"M",,,,"Dresses Under Rs.1500,clearance"
"5145","Colour Pop Chiffon Midi","Dresses","MIDI93","1099.00","","","rate","","True",,,,,"S",,,,"clearance,Dresses Under Rs.1500"
"5146","Colour Pop Chiffon Midi","Dresses","MIDI94","1099.00","","","rate","","True",,,,,"M",,,,"clearance,Dresses Under Rs.1500"
"5148","Stripes Green Midi","Dresses","MIDI95","1140.00","","","rate","","True",,,,,"S",,,,"clearance"
"5150","Stripes Green Midi","Dresses","MIDI96","1140.00","","","rate","","True",,,,,"M",,,,"Dresses Under Rs.1500,clearance"
"5152","BlueBell Dream Chiffon Midi","Dresses","Maxi97","2240.00","35.00","784.00","rate","","True","BLUE","Chiffon",,"V Neck","XS",,,"MIDI","clearance"
"5153","BlueBell Dream Chiffon Midi","Dresses","MAXI98","2240.00","35.00","784.00","rate","","True","BLUE","Chiffon",,"V Neck","S",,,"MIDI","clearance"
"5154","BlueBell Dream Chiffon Midi","Dresses","MAXI100","2240.00","35.00","784.00","rate","","True","BLUE","Chiffon",,"V Neck","M",,,"MIDI","clearance"
"5155","BlueBell Dream Chiffon Midi","Dresses","MAXI101","2240.00","35.00","784.00","rate","","True","BLUE","Chiffon",,"V Neck","L",,,"MIDI","clearance"
"5157","BlueBell Dream Chiffon Midi","Dresses","MAXI102","2240.00","35.00","784.00","rate","","True","BLUE","Chiffon",,"V Neck","XL",,,"MIDI","clearance"
"5158","BlueBell Dream Chiffon Midi","Dresses","MAXI103","2240.00","35.00","784.00","rate","","True","BLUE","Chiffon",,"V Neck","XXL",,,"MIDI","clearance"
"5159","BlueBell Dream Chiffon Midi","Dresses","MAXI104","2240.00","35.00","784.00","rate","","True","BLUE","Chiffon",,"V Neck","XXXL",,,"MIDI","clearance"
"5161","Green Leopard Panel  Midi","Dresses","MAXI105","2170.00","10.00","217.00","rate","","True","GREEN","Chiffon",,"Round Neck","XS",,,"MIDI","Best Sellers,Dark Collections"
"5162","Green Leopard Panel  Midi","Dresses","MAXI106","2170.00","10.00","217.00","rate","","True","GREEN","Chiffon",,"Round Neck","S",,,"MIDI","Dark Collections,Best Sellers"
"5163","Green Leopard Panel  Midi","Dresses","MAXI107","2170.00","10.00","217.00","rate","","True","GREEN","Chiffon",,"Round Neck","M",,,"MIDI","Dark Collections,Best Sellers"
"5164","Green Leopard Panel  Midi","Dresses","MAXI108","2170.00","10.00","217.00","rate","","True","GREEN","Chiffon",,"Round Neck","L",,,"MIDI","Dark Collections,Best Sellers"
"5166","Green Leopard Panel  Midi","Dresses","MAXI109","2170.00","10.00","217.00","rate","","True","GREEN","Chiffon",,"Round Neck","XL",,,"MIDI","Dark Collections,Best Sellers"
"5167","Green Leopard Panel  Midi","Dresses","MAXI110","2170.00","10.00","217.00","rate","","True","GREEN","Chiffon",,"Round Neck","XXL",,,"MIDI","Dark Collections,Best Sellers"
"5168","Green Leopard Panel  Midi","Dresses","MAXI111","2170.00","10.00","217.00","rate","","True","GREEN","Chiffon",,"Round Neck","XXXL",,,"MIDI","Dark Collections,Best Sellers"
"5170","Cherry Chant Maxi","Dresses","MAXI112","1980.00","30.00","594.00","rate","","True","RED","Chiffon",,"V Neck","XS",,,"Maxi","Selling Fast,clearance"
"5171","Cherry Chant Maxi","Dresses","MAXI113","1980.00","30.00","594.00","rate","","True","RED","Chiffon",,"V Neck","S",,,"Maxi","Selling Fast,clearance"
"5172","Cherry Chant Maxi","Dresses","MAXI114","1980.00","30.00","594.00","rate","","True","RED","Chiffon",,"V Neck","M",,,"Maxi","Selling Fast,clearance"
"5173","Cherry Chant Maxi","Dresses","MAXI115","1980.00","30.00","594.00","rate","","True","RED","Chiffon",,"V Neck","L",,,"Maxi","clearance,Selling Fast"
"5174","Cherry Chant Maxi","Dresses","MAXI116","1980.00","30.00","594.00","rate","","True","RED","Chiffon",,"V Neck","XL",,,"Maxi","clearance,Selling Fast"
"5175","Cherry Chant Maxi","Dresses","MAXI117","1980.00","30.00","594.00","rate","","True","RED","Chiffon",,"V Neck","XXL",,,"Maxi","clearance,Selling Fast"
"5176","Cherry Chant Maxi","Dresses","MAXI118","1980.00","30.00","594.00","rate","","True","RED","Chiffon",,"V Neck","XXXL",,,"Maxi","clearance,Selling Fast"
"5178","Green Raga Panel Maxi","Dresses","MAXI119","2160.00","40.00","864.00","rate","","True","GREEN","Chiffon",,"V Neck","XS",,,"Maxi","Clearance"
"5179","Green Raga Panel Maxi","Dresses","MAXI120","2160.00","40.00","864.00","rate","","True","GREEN","Chiffon",,"V Neck","S",,,"Maxi","Clearance"
"5180","Green Raga Panel Maxi","Dresses","MAXI121","2160.00","40.00","864.00","rate","","True","GREEN","Chiffon",,"V Neck","M",,,"Maxi","Clearance"
"5181","Green Raga Panel Maxi","Dresses","MAXI122","2160.00","40.00","864.00","rate","","True","GREEN","Chiffon",,"V Neck","L",,,"Maxi","Clearance"
"5182","Green Raga Panel Maxi","Dresses","MAXI123","2160.00","40.00","864.00","rate","","True","GREEN","Chiffon",,"V Neck","XL",,,"Maxi","Clearance"
"5183","Green Raga Panel Maxi","Dresses","MAXI124","2160.00","40.00","864.00","rate","","True","GREEN","Chiffon",,"V Neck","XXL",,,"Maxi","Clearance"
"5184","Green Raga Panel Maxi","Dresses","MAXI125","2160.00","40.00","864.00","rate","","True","GREEN","Chiffon",,"V Neck","XXXL",,,"Maxi","Clearance"
"5186","Berry Burst Chiffon Maxi","Dresses","MAXI126","2080.00","","","rate","","True","RED","Chiffon",,"V Neck","XS",,,"Maxi","Dark Collections,Long Maxi Dresses,Selling Fast"
"5187","Berry Burst Chiffon Maxi","Dresses","MAXI127","2080.00","","","rate","","True","RED","Chiffon",,"V Neck","S",,,"Maxi","Selling Fast,Dark Collections,Long Maxi Dresses"
"5188","Berry Burst Chiffon Maxi","Dresses","MAXI128","2080.00","","","rate","","True","RED","Chiffon",,"V Neck","M",,,"Maxi","Long Maxi Dresses,Selling Fast,Dark Collections"
"5189","Berry Burst Chiffon Maxi","Dresses","MAXI129","2080.00","","","rate","","True","RED","Chiffon",,"V Neck","L",,,"Maxi","Dark Collections,Long Maxi Dresses,Selling Fast"
"5190","Berry Burst Chiffon Maxi","Dresses","MAXI130","2080.00","","","rate","","True","RED","Chiffon",,"V Neck","XL",,,"Maxi","Dark Collections,Long Maxi Dresses,Selling Fast"
"5191","Berry Burst Chiffon Maxi","Dresses","MAXI131","2080.00","","","rate","","True","RED","Chiffon",,"V Neck","XXL",,,"Maxi","Selling Fast,Dark Collections,Long Maxi Dresses"
"5192","Berry Burst Chiffon Maxi","Dresses","MAXI132","2080.00","","","rate","","True","RED","Chiffon",,"V Neck","XXXL",,,"Maxi","Long Maxi Dresses,Selling Fast,Dark Collections"
"5194","Raspberry Radiant Pleated Maxi","Dresses","MAXI133","2160.00","40.00","864.00","rate","","True","PINK","Chiffon",,"V Neck","XS",,,"Maxi","Clearance,Dark Collections"
"5195","Raspberry Radiant Pleated Maxi","Dresses","MAXI134","2160.00","40.00","864.00","rate","","True","PINK","Chiffon",,"V Neck","S",,,"Maxi","Clearance,Dark Collections"
"5198","Raspberry Radiant Pleated Maxi","Dresses","MAXI135","2160.00","40.00","864.00","rate","","True","PINK","Chiffon",,"V Neck","M",,,"Maxi","Clearance,Dark Collections"
"5199","Raspberry Radiant Pleated Maxi","Dresses","MAXI136","2160.00","40.00","864.00","rate","","True","PINK","Chiffon",,"V Neck","L",,,"Maxi","Dark Collections,Clearance"
"5200","Raspberry Radiant Pleated Maxi","Dresses","MAXI137","2160.00","40.00","864.00","rate","","True","PINK","Chiffon",,"V Neck","XL",,,"Maxi","Dark Collections,Clearance"
"5201","Raspberry Radiant Pleated Maxi","Dresses","MAXI138","2160.00","40.00","864.00","rate","","True","PINK","Chiffon",,"V Neck","XXL",,,"Maxi","Dark Collections,Clearance"
"5202","Raspberry Radiant Pleated Maxi","Dresses","MAXI139","2160.00","40.00","864.00","rate","","True","PINK","Chiffon",,"V Neck","XXXL",,,"Maxi","Dark Collections,Clearance"
"5206","Pink Mirage Chiffon Maxi","Dresses","MAXI140","1980.00","40.00","792.00","rate","","True","PINK","Chiffon",,"Square Neck","XS",,,"Maxi","Clearance"
"5207","Pink Mirage Chiffon Maxi","Dresses","MAXI141","1980.00","40.00","792.00","rate","","True","PINK","Chiffon",,"Square Neck","S",,,"Maxi","Clearance"
"5208","Pink Mirage Chiffon Maxi","Dresses","MAXI142","1980.00","40.00","792.00","rate","","True","PINK","Chiffon",,"Square Neck","M",,,"Maxi","Clearance"
"5209","Pink Mirage Chiffon Maxi","Dresses","MAXI143","1980.00","40.00","792.00","rate","","True","PINK","Chiffon",,"Square Neck","L",,,"Maxi","Clearance"
"5210","Pink Mirage Chiffon Maxi","Dresses","MAXI144","1980.00","40.00","792.00","rate","","True","PINK","Chiffon",,"Square Neck","XL",,,"Maxi","Clearance"
"5211","Pink Mirage Chiffon Maxi","Dresses","MAXI145","1980.00","40.00","792.00","rate","","True","PINK","Chiffon",,"Square Neck","XXL",,,"Maxi","Clearance"
"5212","Pink Mirage Chiffon Maxi","Dresses","MAXI146","1980.00","40.00","792.00","rate","","True","PINK","Chiffon",,"Square Neck","XXXL",,,"Maxi","Clearance"
"5214","Aegean Leaf Chiffon Maxi","Dresses","MAXI147","2090.00","","","rate","","True","BLUE","Chiffon",,"V Neck","XS",,,"Maxi","Dark Collections,Long Maxi Dresses"
"5215","Aegean Leaf Chiffon Maxi","Dresses","MAXI148","2090.00","","","rate","","True","BLUE","Chiffon",,"V Neck","S",,,"Maxi","Dark Collections,Long Maxi Dresses"
"5216","Aegean Leaf Chiffon Maxi","Dresses","MAXI149","2090.00","","","rate","","True","BLUE","Chiffon",,"V Neck","M",,,"Maxi","Dark Collections,Long Maxi Dresses"
"5219","Aegean Leaf Chiffon Maxi","Dresses","MAXI150","2090.00","","","rate","","True","BLUE","Chiffon",,"V Neck","L",,,"Maxi","Dark Collections,Long Maxi Dresses"
"5220","Aegean Leaf Chiffon Maxi","Dresses","MAXI151","2090.00","","","rate","","True","BLUE","Chiffon",,"V Neck","XL",,,"Maxi","Dark Collections,Long Maxi Dresses"
"5221","Aegean Leaf Chiffon Maxi","Dresses","MAXI152","2090.00","","","rate","","True","BLUE","Chiffon",,"V Neck","XXL",,,"Maxi","Dark Collections,Long Maxi Dresses"
"5223","Aegean Leaf Chiffon Maxi","Dresses","MAXI153","2090.00","","","rate","","True","BLUE","Chiffon",,"V Neck","XXXL",,,"Maxi","Dark Collections,Long Maxi Dresses"
"5561","Spring Muse Chiffon Maxi","Dresses","MAXI154","1990.00","40.00","796.00","rate","","True",,"Chiffon",,"Round Neck","XS",,,"Maxi","Clearance"
"5562","Spring Muse Chiffon Maxi","Dresses","MAXI155","1990.00","40.00","796.00","rate","","True",,"Chiffon",,"Round Neck","S",,,"Maxi","Clearance"
"5563","Spring Muse Chiffon Maxi","Dresses","MAXI156","1990.00","40.00","796.00","rate","","True",,"Chiffon",,"Round Neck","M",,,"Maxi","Clearance"
"5564","Spring Muse Chiffon Maxi","Dresses","MAXI157","1990.00","40.00","796.00","rate","","True",,"Chiffon",,"Round Neck","L",,,"Maxi","Clearance"
"5565","Spring Muse Chiffon Maxi","Dresses","MAXI158","1990.00","40.00","796.00","rate","","True",,"Chiffon",,"Round Neck","XL",,,"Maxi","Clearance"
